m2_price,construction_year,surface,floor,no_rooms,district_Bemowo,district_Bielany,district_Mokotow,district_Ochota,district_Praga,district_Srodmiescie,district_Ursus,district_Ursynow,district_Wola,district_Zoliborz
5897,1953,25,3,1,False,False,False,False,False,True,False,False,False,False
1818,1992,143,9,5,False,True,False,False,False,False,False,False,False,False
3643,1937,56,1,2,False,False,False,False,True,False,False,False,False,False
3517,1995,93,7,3,False,False,False,True,False,False,False,False,False,False
3013,1992,144,6,5,False,False,True,False,False,False,False,False,False,False
5795,1926,61,6,2,False,False,False,False,False,True,False,False,False,False
2983,1970,127,8,5,False,False,True,False,False,False,False,False,False,False
2346,1985,105,8,4,False,False,False,False,False,False,True,False,False,False
4745,1928,145,6,6,False,False,False,False,False,True,False,False,False,False
4284,1949,112,9,4,False,False,False,False,False,True,False,False,False,False
3961,1940,74,5,2,False,False,False,False,False,False,False,False,False,True
2797,1971,75,7,3,False,True,False,False,False,False,False,False,False,False
5116,1934,53,1,3,False,False,False,False,False,False,False,False,False,True
3337,1985,111,6,5,False,False,False,False,False,False,False,False,False,True
3666,1948,58,9,3,False,False,False,True,False,False,False,False,False,False
2841,1975,116,2,4,False,False,False,False,False,False,False,False,True,False
3172,1986,53,6,2,False,False,False,False,False,False,False,False,True,False
3378,1983,37,6,1,True,False,False,False,False,False,False,False,False,False
3274,1992,33,7,2,False,False,False,False,False,False,True,False,False,False
5267,1935,33,2,2,False,False,True,False,False,False,False,False,False,False
5112,1929,39,3,2,False,False,False,True,False,False,False,False,False,False
2996,1980,95,3,3,False,False,False,False,False,False,False,True,False,False
5170,1995,148,2,5,False,False,False,False,False,True,False,False,False,False
3326,1972,42,6,1,False,False,False,False,False,False,False,True,False,False
4482,1963,27,5,1,False,False,False,True,False,False,False,False,False,False
3480,1990,142,1,6,False,False,False,True,False,False,False,False,False,False
3842,1933,81,2,3,True,False,False,False,False,False,False,False,False,False
3134,1994,112,8,5,False,False,True,False,False,False,False,False,False,False
2225,1956,97,10,4,False,False,False,False,False,False,False,False,True,False
3372,2002,88,6,3,False,False,False,False,False,False,True,False,False,False
3868,1987,33,10,2,False,False,False,True,False,False,False,False,False,False
3085,1945,41,8,2,False,True,False,False,False,False,False,False,False,False
2928,1931,112,7,5,False,True,False,False,False,False,False,False,False,False
2819,1969,78,6,4,False,True,False,False,False,False,False,False,False,False
2201,1977,145,5,5,False,False,False,False,False,False,True,False,False,False
2720,1957,123,2,5,False,False,False,False,True,False,False,False,False,False
2957,1985,109,1,5,False,False,False,False,False,False,True,False,False,False
3502,1996,70,7,2,False,True,False,False,False,False,False,False,False,False
3342,1931,141,9,5,False,False,False,False,False,False,False,False,False,True
2848,1954,145,7,6,False,False,False,False,False,False,False,False,False,True
3158,1987,84,2,4,True,False,False,False,False,False,False,False,False,False
3273,1977,48,5,3,True,False,False,False,False,False,False,False,False,False
2628,1974,107,5,4,False,False,False,False,True,False,False,False,False,False
4297,1997,65,8,3,False,False,True,False,False,False,False,False,False,False
3625,1996,43,9,1,False,True,False,False,False,False,False,False,False,False
3769,1944,143,10,6,False,False,False,False,False,True,False,False,False,False
3748,1938,75,6,4,False,False,False,False,False,False,False,False,False,True
6387,1923,51,1,2,False,False,False,False,False,True,False,False,False,False
3330,1945,82,10,3,False,False,True,False,False,False,False,False,False,False
2929,1926,107,8,4,False,False,False,False,False,False,False,True,False,False
4463,2001,49,8,3,False,False,False,False,False,False,False,False,False,True
3297,1994,115,6,5,False,False,False,False,False,False,False,False,False,True
3337,2005,86,6,4,False,False,False,False,False,False,False,False,True,False
4046,1927,115,5,4,False,False,False,False,False,False,False,False,False,True
2746,1953,90,6,3,True,False,False,False,False,False,False,False,False,False
3845,1956,26,2,2,False,False,False,False,True,False,False,False,False,False
2889,1935,111,2,4,True,False,False,False,False,False,False,False,False,False
3137,1930,96,7,4,True,False,False,False,False,False,False,False,False,False
3030,1964,102,2,3,False,False,False,False,False,False,True,False,False,False
4477,1927,32,1,2,False,True,False,False,False,False,False,False,False,False
3567,1948,28,5,1,False,False,False,False,False,False,False,True,False,False
2445,1938,101,8,3,False,False,False,False,False,False,False,False,True,False
2732,1935,82,7,3,False,False,False,False,True,False,False,False,False,False
3547,1995,60,7,3,True,False,False,False,False,False,False,False,False,False
3765,1990,108,2,5,False,False,False,True,False,False,False,False,False,False
2782,1985,147,8,5,False,False,True,False,False,False,False,False,False,False
3155,1971,139,5,5,False,False,True,False,False,False,False,False,False,False
3739,2007,36,8,2,False,False,False,False,False,False,False,True,False,False
5344,2004,31,2,1,False,False,False,False,False,False,False,False,False,True
2113,1992,129,8,4,False,False,False,False,False,False,False,True,False,False
3797,1929,145,4,5,False,False,False,False,False,False,False,False,False,True
2834,1992,62,8,3,False,False,False,False,False,False,False,True,False,False
3632,1994,57,1,2,False,False,False,False,False,False,True,False,False,False
3227,1973,142,4,5,False,False,False,False,False,False,False,False,False,True
4091,2007,121,4,4,False,False,False,False,False,False,False,False,False,True
2379,1964,137,4,5,False,False,False,False,True,False,False,False,False,False
2583,1989,102,6,4,False,False,False,False,False,False,False,True,False,False
3407,1974,64,2,3,False,False,False,False,False,False,False,True,False,False
3113,1967,144,5,5,False,False,True,False,False,False,False,False,False,False
3520,1993,43,4,1,False,True,False,False,False,False,False,False,False,False
2917,1952,63,7,3,True,False,False,False,False,False,False,False,False,False
3045,1965,60,6,3,False,True,False,False,False,False,False,False,False,False
2965,1968,144,6,6,False,False,True,False,False,False,False,False,False,False
3992,1961,41,8,2,False,False,False,True,False,False,False,False,False,False
3138,1957,46,7,2,False,False,False,False,False,False,False,True,False,False
4315,1953,44,5,1,False,False,False,True,False,False,False,False,False,False
5054,1927,100,9,3,False,False,False,False,False,True,False,False,False,False
2708,1971,124,2,5,False,True,False,False,False,False,False,False,False,False
2982,1972,127,8,5,False,False,False,False,False,False,False,False,False,True
3341,1968,121,5,5,False,False,True,False,False,False,False,False,False,False
3065,1998,98,8,3,False,False,False,False,False,False,True,False,False,False
2633,1960,137,10,6,False,False,True,False,False,False,False,False,False,False
4348,1987,20,7,1,False,False,True,False,False,False,False,False,False,False
4167,1938,53,5,2,False,False,False,False,False,False,False,False,False,True
3775,1971,43,1,2,True,False,False,False,False,False,False,False,False,False
2772,1983,58,9,3,False,False,False,False,False,False,False,False,True,False
2710,1943,69,9,2,False,False,False,False,False,False,False,True,False,False
4196,1986,75,2,3,False,False,False,False,False,False,False,False,False,True
4047,1989,45,7,2,False,False,False,False,False,False,False,False,False,True
3577,1998,147,6,5,False,False,False,False,False,False,False,False,False,True
2019,1944,113,10,5,False,False,False,False,False,False,False,False,True,False
2892,1924,131,6,4,False,True,False,False,False,False,False,False,False,False
4191,1925,26,5,1,False,False,False,False,False,False,False,False,True,False
2899,1938,110,2,4,False,True,False,False,False,False,False,False,False,False
2514,1951,89,8,4,False,False,False,False,False,False,True,False,False,False
1733,1946,137,10,6,False,False,False,False,False,False,False,True,False,False
3061,1943,84,3,4,False,False,False,False,True,False,False,False,False,False
4290,1937,26,7,1,False,False,True,False,False,False,False,False,False,False
3526,1934,142,7,5,False,False,True,False,False,False,False,False,False,False
3015,1971,43,9,1,False,False,False,False,False,False,False,False,True,False
3516,2004,58,8,2,False,False,False,False,False,False,False,True,False,False
3661,1936,64,9,2,False,False,False,True,False,False,False,False,False,False
2803,1996,140,5,6,False,False,False,False,False,False,False,True,False,False
4952,1960,105,3,4,False,False,False,False,False,True,False,False,False,False
5092,1969,46,8,3,False,False,False,False,False,True,False,False,False,False
3498,1921,110,2,4,True,False,False,False,False,False,False,False,False,False
3854,1930,90,1,3,False,False,False,False,False,False,False,False,True,False
2626,1975,112,4,5,False,False,False,False,False,False,True,False,False,False
2920,1989,53,8,3,False,False,False,False,False,False,True,False,False,False
3067,1958,53,7,2,False,False,False,False,True,False,False,False,False,False
2533,1959,82,9,3,False,False,False,False,False,False,True,False,False,False
2344,1951,101,9,3,False,True,False,False,False,False,False,False,False,False
3289,1922,91,6,4,False,True,False,False,False,False,False,False,False,False
2957,1940,94,3,4,False,False,False,False,True,False,False,False,False,False
3845,1935,21,3,1,False,True,False,False,False,False,False,False,False,False
2890,1998,141,4,6,False,False,False,False,False,False,True,False,False,False
3459,1991,44,4,2,True,False,False,False,False,False,False,False,False,False
2813,1922,124,7,5,False,False,False,False,False,False,True,False,False,False
3566,1931,73,6,2,False,False,False,False,False,False,False,True,False,False
4578,1932,27,1,1,True,False,False,False,False,False,False,False,False,False
2905,1945,110,2,4,False,True,False,False,False,False,False,False,False,False
4333,2002,47,10,2,False,False,False,True,False,False,False,False,False,False
3633,1986,22,5,1,False,False,False,False,True,False,False,False,False,False
4268,2007,93,5,4,False,False,True,False,False,False,False,False,False,False
5521,1965,38,5,2,False,False,False,False,False,True,False,False,False,False
3433,1950,52,3,3,False,True,False,False,False,False,False,False,False,False
2384,1956,127,5,5,False,True,False,False,False,False,False,False,False,False
3687,1997,76,4,3,False,False,False,False,False,False,True,False,False,False
3143,1946,61,5,3,False,True,False,False,False,False,False,False,False,False
3257,1974,24,8,2,True,False,False,False,False,False,False,False,False,False
3574,1992,133,2,4,False,False,False,True,False,False,False,False,False,False
2652,1991,125,3,4,False,True,False,False,False,False,False,False,False,False
3194,2004,66,10,3,True,False,False,False,False,False,False,False,False,False
1966,1953,123,10,4,False,False,False,False,False,False,False,True,False,False
2864,1948,149,7,5,False,False,False,False,False,False,False,False,False,True
3580,1960,52,2,2,True,False,False,False,False,False,False,False,False,False
1882,1954,142,8,6,False,False,False,False,False,False,False,False,True,False
2383,1974,107,7,5,False,True,False,False,False,False,False,False,False,False
3800,2009,65,4,3,False,False,False,False,False,False,False,False,True,False
3364,1935,54,4,2,False,False,False,False,False,False,False,False,True,False
4582,1999,52,7,2,False,False,False,True,False,False,False,False,False,False
2537,1927,121,10,5,False,False,False,False,False,False,False,True,False,False
4037,1931,141,2,5,False,False,True,False,False,False,False,False,False,False
5615,1933,48,9,2,False,False,False,False,False,True,False,False,False,False
3990,1983,36,9,1,False,False,False,False,False,False,False,False,False,True
3150,1984,85,2,4,False,False,False,False,False,False,True,False,False,False
2563,1982,79,9,3,False,False,False,False,False,False,True,False,False,False
4916,1985,128,1,4,False,False,False,False,False,True,False,False,False,False
3279,2006,57,10,3,False,False,False,False,False,False,False,False,True,False
3434,2001,122,10,5,False,False,False,True,False,False,False,False,False,False
3144,1933,76,9,4,True,False,False,False,False,False,False,False,False,False
3280,1990,37,7,1,True,False,False,False,False,False,False,False,False,False
3211,1957,104,9,3,False,False,True,False,False,False,False,False,False,False
3371,1958,118,5,5,False,False,False,False,False,False,False,False,False,True
3393,2001,61,9,2,False,False,False,False,False,False,False,False,True,False
2569,1935,118,4,5,True,False,False,False,False,False,False,False,False,False
3479,1967,47,3,3,False,True,False,False,False,False,False,False,False,False
2394,1936,126,5,5,False,False,False,False,True,False,False,False,False,False
3127,1946,102,1,3,False,False,False,False,False,False,False,False,True,False
2008,1993,129,9,4,False,False,False,False,False,False,True,False,False,False
4027,1924,62,2,3,False,True,False,False,False,False,False,False,False,False
3669,1938,68,8,3,False,False,False,True,False,False,False,False,False,False
3136,1978,81,3,3,False,False,False,False,False,False,False,False,True,False
2108,1940,114,9,5,False,False,False,False,False,False,False,True,False,False
3577,2008,57,7,3,False,True,False,False,False,False,False,False,False,False
5015,2006,64,1,3,False,False,True,False,False,False,False,False,False,False
3977,1947,57,6,3,False,False,False,True,False,False,False,False,False,False
3357,1984,39,6,1,False,False,False,False,False,False,False,False,True,False
3819,1997,113,7,5,False,False,True,False,False,False,False,False,False,False
2784,1963,77,7,3,False,False,False,False,False,False,False,True,False,False
2945,1925,86,10,4,False,False,False,False,False,False,True,False,False,False
4695,1934,21,9,2,False,False,False,True,False,False,False,False,False,False
2995,1952,120,9,4,False,False,True,False,False,False,False,False,False,False
3156,1965,104,9,4,False,False,False,True,False,False,False,False,False,False
2974,1935,148,3,5,False,True,False,False,False,False,False,False,False,False
2478,1990,107,6,5,True,False,False,False,False,False,False,False,False,False
3680,1954,37,3,1,True,False,False,False,False,False,False,False,False,False
3652,1949,90,6,3,False,False,False,True,False,False,False,False,False,False
2881,1991,42,10,2,False,True,False,False,False,False,False,False,False,False
3181,1965,132,6,4,False,False,False,False,False,False,False,False,False,True
3587,1951,71,9,2,False,False,False,False,False,False,False,False,False,True
3445,1962,46,4,2,False,True,False,False,False,False,False,False,False,False
3576,1947,32,4,2,False,False,False,False,False,False,True,False,False,False
3781,1985,142,10,6,False,False,False,False,False,True,False,False,False,False
4524,2003,58,7,2,False,False,False,True,False,False,False,False,False,False
3506,1956,94,7,3,False,False,False,True,False,False,False,False,False,False
1970,1969,138,8,5,False,False,False,False,False,False,False,False,True,False
2273,1968,133,6,4,False,False,False,False,True,False,False,False,False,False
3989,1937,41,8,2,False,False,True,False,False,False,False,False,False,False
3009,1977,119,9,4,False,False,False,True,False,False,False,False,False,False
3043,1988,106,1,4,False,False,False,False,True,False,False,False,False,False
3020,1939,133,7,5,False,False,False,True,False,False,False,False,False,False
3219,1923,83,8,3,True,False,False,False,False,False,False,False,False,False
2721,2003,148,5,6,False,True,False,False,False,False,False,False,False,False
3184,1952,57,5,3,False,False,False,False,True,False,False,False,False,False
2095,1977,131,8,4,False,False,False,False,False,False,True,False,False,False
3266,1988,118,6,5,False,False,False,True,False,False,False,False,False,False
5079,1958,72,6,2,False,False,False,False,False,True,False,False,False,False
3587,1929,31,10,2,True,False,False,False,False,False,False,False,False,False
4726,1989,37,1,2,False,False,False,True,False,False,False,False,False,False
4121,1926,53,2,3,False,False,False,False,False,False,False,True,False,False
5855,1924,55,6,2,False,False,False,False,False,True,False,False,False,False
3437,1961,66,2,2,False,False,False,False,False,False,False,False,True,False
3043,1987,66,6,2,False,False,False,False,False,False,True,False,False,False
3836,1956,31,2,1,False,False,False,False,False,False,True,False,False,False
2118,1946,148,5,6,False,False,False,False,False,False,True,False,False,False
4451,1929,35,10,2,False,False,True,False,False,False,False,False,False,False
4621,1949,23,4,1,False,False,False,False,False,False,False,False,False,True
3795,2004,40,7,2,False,False,False,False,True,False,False,False,False,False
4033,1921,107,6,4,False,False,True,False,False,False,False,False,False,False
3069,1933,93,8,4,True,False,False,False,False,False,False,False,False,False
4650,1979,40,2,1,False,False,True,False,False,False,False,False,False,False
3070,1994,113,9,4,False,False,False,True,False,False,False,False,False,False
3583,2004,47,8,3,True,False,False,False,False,False,False,False,False,False
3640,1991,121,2,5,False,False,False,True,False,False,False,False,False,False
4136,1997,106,5,4,False,False,True,False,False,False,False,False,False,False
2197,1994,105,9,5,False,False,False,False,False,False,False,True,False,False
2590,1993,66,10,3,False,False,False,False,False,False,True,False,False,False
4407,1932,114,1,5,False,False,True,False,False,False,False,False,False,False
2676,1971,77,8,3,True,False,False,False,False,False,False,False,False,False
5733,1996,32,10,1,False,False,False,False,False,True,False,False,False,False
4363,1981,69,1,3,False,False,True,False,False,False,False,False,False,False
3303,2009,120,3,4,False,False,False,False,False,False,False,False,True,False
4235,1924,56,10,2,False,False,False,False,False,False,False,False,False,True
2531,1949,147,1,6,False,False,False,False,False,False,False,False,True,False
4300,1928,110,3,4,False,False,False,False,False,False,False,False,False,True
2489,1949,131,4,4,False,False,False,False,False,False,True,False,False,False
3512,1937,59,2,2,False,False,False,False,False,False,False,False,True,False
3805,1929,94,1,3,False,True,False,False,False,False,False,False,False,False
4336,2005,46,1,2,False,True,False,False,False,False,False,False,False,False
1623,1987,148,10,6,False,False,False,False,False,False,False,False,True,False
5086,1995,111,1,4,False,False,False,False,False,True,False,False,False,False
2458,1977,99,8,3,False,False,False,False,False,False,False,True,False,False
4065,1928,83,8,4,False,False,False,False,False,False,False,False,False,True
2711,1983,79,7,4,False,False,False,False,False,False,True,False,False,False
2507,1959,104,7,3,False,False,False,False,False,False,False,True,False,False
4813,1952,79,7,4,False,False,False,False,False,True,False,False,False,False
3318,1923,103,5,3,False,False,False,False,True,False,False,False,False,False
5079,1973,52,8,2,False,False,False,False,False,True,False,False,False,False
2183,1972,127,7,5,False,False,False,False,False,False,True,False,False,False
4055,2010,64,2,2,False,False,False,False,True,False,False,False,False,False
3637,1994,76,7,4,False,False,True,False,False,False,False,False,False,False
2779,1977,92,5,4,False,False,False,False,False,False,False,False,True,False
5303,1925,40,1,2,False,False,True,False,False,False,False,False,False,False
2343,1960,96,9,4,False,False,False,False,True,False,False,False,False,False
3022,1988,63,6,3,False,False,False,False,True,False,False,False,False,False
5172,1970,103,1,4,False,False,False,False,False,True,False,False,False,False
3415,1928,83,6,3,False,False,False,False,True,False,False,False,False,False
2567,1971,108,5,5,False,False,False,False,False,False,False,False,True,False
2691,1984,146,9,5,False,False,True,False,False,False,False,False,False,False
2007,1957,124,9,5,False,False,False,False,False,False,False,True,False,False
4650,1925,25,9,2,False,False,False,True,False,False,False,False,False,False
3658,1927,24,10,2,False,False,False,False,False,False,True,False,False,False
3786,1922,91,10,4,False,False,False,True,False,False,False,False,False,False
4239,1929,106,4,4,False,False,False,True,False,False,False,False,False,False
5604,1959,25,6,1,False,False,False,False,False,True,False,False,False,False
3449,1970,60,2,3,False,True,False,False,False,False,False,False,False,False
3294,1947,81,1,4,False,True,False,False,False,False,False,False,False,False
4018,1988,58,6,2,False,False,False,False,False,False,False,False,False,True
3646,2000,30,10,1,False,True,False,False,False,False,False,False,False,False
4299,1928,50,1,2,False,True,False,False,False,False,False,False,False,False
4304,1925,50,10,2,False,False,True,False,False,False,False,False,False,False
3308,1921,64,9,3,False,False,False,False,False,False,True,False,False,False
1990,1993,146,7,5,True,False,False,False,False,False,False,False,False,False
2068,1961,148,6,5,False,True,False,False,False,False,False,False,False,False
2315,1991,88,10,4,False,False,False,False,False,False,True,False,False,False
3846,1978,80,5,3,False,False,True,False,False,False,False,False,False,False
1861,1940,129,10,5,True,False,False,False,False,False,False,False,False,False
3055,1969,24,10,2,False,False,False,False,False,False,False,True,False,False
4454,1948,50,2,3,False,False,True,False,False,False,False,False,False,False
2671,1927,108,10,5,False,True,False,False,False,False,False,False,False,False
3616,1981,83,7,3,False,False,True,False,False,False,False,False,False,False
4192,1993,36,7,1,False,False,False,True,False,False,False,False,False,False
2807,1958,109,3,4,False,False,False,False,False,False,False,False,True,False
1820,1972,148,8,6,False,False,False,False,True,False,False,False,False,False
5311,1926,29,2,2,False,False,False,True,False,False,False,False,False,False
4006,1990,24,1,1,False,False,False,False,True,False,False,False,False,False
2885,1990,122,10,4,False,False,True,False,False,False,False,False,False,False
4713,2005,149,6,6,False,False,False,False,False,True,False,False,False,False
2219,1964,108,9,4,False,False,False,False,False,False,False,True,False,False
3486,1964,131,3,4,False,False,True,False,False,False,False,False,False,False
4222,1927,48,2,2,False,False,False,False,False,False,False,True,False,False
5476,1998,52,10,2,False,False,False,False,False,True,False,False,False,False
2267,1978,113,8,4,False,True,False,False,False,False,False,False,False,False
3023,1955,33,10,1,True,False,False,False,False,False,False,False,False,False
3916,1952,33,10,1,False,False,False,True,False,False,False,False,False,False
3559,1967,59,10,3,False,False,True,False,False,False,False,False,False,False
3574,1924,98,3,3,False,False,False,False,False,False,False,True,False,False
4916,1945,53,9,3,False,False,False,False,False,True,False,False,False,False
2425,1956,83,10,3,False,False,False,False,True,False,False,False,False,False
2076,1948,112,10,4,True,False,False,False,False,False,False,False,False,False
3222,1963,63,4,3,False,True,False,False,False,False,False,False,False,False
3631,1954,42,3,1,False,False,False,False,False,False,False,True,False,False
2507,1950,89,8,4,True,False,False,False,False,False,False,False,False,False
4255,1989,80,1,3,False,False,False,False,False,False,False,False,False,True
2866,1959,108,2,5,False,False,False,False,True,False,False,False,False,False
4208,1974,84,1,3,False,False,False,False,False,False,False,False,False,True
2331,1929,137,10,6,False,False,False,False,False,False,False,True,False,False
2278,1992,127,6,5,False,False,False,False,False,False,True,False,False,False
3657,1921,29,10,1,False,False,False,False,False,False,False,True,False,False
3281,1959,52,5,2,False,True,False,False,False,False,False,False,False,False
3479,1967,47,3,3,False,False,False,False,False,False,True,False,False,False
3554,1999,105,2,4,False,False,False,False,False,False,True,False,False,False
5982,1926,57,4,3,False,False,False,False,False,True,False,False,False,False
4426,1962,132,5,5,False,False,False,False,False,True,False,False,False,False
3685,1936,56,9,3,False,False,False,True,False,False,False,False,False,False
3121,2003,128,4,4,False,False,False,False,False,False,True,False,False,False
3703,1949,25,4,1,False,False,False,False,False,False,True,False,False,False
3834,2002,62,4,3,False,False,False,False,False,False,True,False,False,False
3195,2009,146,1,5,False,False,False,False,True,False,False,False,False,False
6451,1924,35,2,2,False,False,False,False,False,True,False,False,False,False
4264,2005,44,2,2,False,False,False,False,False,False,False,False,True,False
2662,1944,84,7,4,False,True,False,False,False,False,False,False,False,False
5396,1948,20,8,2,False,False,False,False,False,True,False,False,False,False
5065,2004,113,7,4,False,False,False,False,False,True,False,False,False,False
2836,1984,121,10,5,False,False,False,False,False,False,False,False,False,True
2250,1950,120,7,5,True,False,False,False,False,False,False,False,False,False
2836,1975,76,6,4,False,False,False,False,False,False,False,True,False,False
5144,1922,56,1,2,False,False,False,True,False,False,False,False,False,False
4075,1920,68,10,3,False,False,False,True,False,False,False,False,False,False
3021,1962,128,8,4,False,False,False,False,False,False,False,False,False,True
